,geometry,value
387,"LINESTRING (-122.2993516 37.8062523, -122.2989233 37.8061587, -122.2985876 37.8060694, -122.2984392 37.8060289, -122.298362 37.8060078, -122.2982572 37.8059792)",1
388,"LINESTRING (-122.2989405 37.8073597, -122.2993116 37.8063602)",1
389,"LINESTRING (-122.2989405 37.8073597, -122.2987573 37.8075901, -122.2983308 37.8081264, -122.2982006 37.8082902, -122.2975948 37.8090522)",1
390,"LINESTRING (-122.2989405 37.8073597, -122.2997111 37.8075287, -122.300488 37.8077097)",1
391,"LINESTRING (-122.2989405 37.8073597, -122.2975671 37.8070491, -122.2974303 37.8070182)",1
392,"LINESTRING (-122.2969884 37.809811, -122.2963755 37.8105753)",1
393,"LINESTRING (-122.2969884 37.809811, -122.2957043 37.8091776)",1
394,"LINESTRING (-122.2969884 37.809811, -122.2974242 37.8092657, -122.2975948 37.8090522)",1
395,"LINESTRING (-122.2969884 37.809811, -122.2973286 37.8099821, -122.2982843 37.8104628)",1
396,"LINESTRING (-122.2963755 37.8105753, -122.2957575 37.8113452)",1
397,"LINESTRING (-122.2963755 37.8105753, -122.2969884 37.809811)",1
398,"LINESTRING (-122.2963755 37.8105753, -122.2973057 37.8110432, -122.2976721 37.8112275)",1
399,"LINESTRING (-122.2963755 37.8105753, -122.295464 37.8101278, -122.2954109 37.8101039, -122.2953418 37.8100791, -122.29517 37.81004, -122.2950413 37.8100107)",1
400,"LINESTRING (-122.2957575 37.8113452, -122.2952445 37.8120095)",1
401,"LINESTRING (-122.2957575 37.8113452, -122.2963755 37.8105753)",1
402,"LINESTRING (-122.2957575 37.8113452, -122.2944885 37.810707)",1
403,"LINESTRING (-122.2957575 37.8113452, -122.2965308 37.8117322, -122.2970572 37.8119957)",1
404,"LINESTRING (-122.2952445 37.8120095, -122.2947168 37.812659)",1
405,"LINESTRING (-122.2952445 37.8120095, -122.2957575 37.8113452)",1
406,"LINESTRING (-122.2952445 37.8120095, -122.2953152 37.8120446, -122.2957224 37.8122467, -122.2959424 37.8123559, -122.2962398 37.8125086, -122.2962656 37.8125219, -122.2964513 37.8126153, -122.2964723 37.8126258, -122.2965376 37.8126586)",1
407,"LINESTRING (-122.2952445 37.8120095, -122.2944035 37.811582, -122.2943598 37.8115598, -122.2940609 37.8114079, -122.2939563 37.811373)",1
408,"LINESTRING (-122.2936171 37.8140363, -122.2930765 37.8147155)",1
409,"LINESTRING (-122.2936171 37.8140363, -122.2949133 37.8146738)",1
410,"LINESTRING (-122.2936171 37.8140363, -122.293844 37.813752, -122.2941616 37.813354, -122.2947168 37.812659)",1
411,"LINESTRING (-122.2936171 37.8140363, -122.293323 37.8138881, -122.2932585 37.8138556, -122.2930726 37.8137619, -122.2928969 37.8136734, -122.2923457 37.8133956)",1
412,"LINESTRING (-122.2920011 37.8160597, -122.2919954 37.8160667, -122.2919326 37.8161436, -122.2912513 37.8169962, -122.2908525 37.8174952)",1
413,"LINESTRING (-122.2920011 37.8160597, -122.2930651 37.8147298, -122.2930765 37.8147155)",1
414,"LINESTRING (-122.2920011 37.8160597, -122.2921541 37.8161374, -122.2932245 37.8166795, -122.2932971 37.8167163)",1
415,"LINESTRING (-122.2920011 37.8160597, -122.2910584 37.8155837, -122.2907117 37.8154316)",1
416,"LINESTRING (-122.2908525 37.8174952, -122.290784 37.8175832)",1
417,"LINESTRING (-122.2908525 37.8174952, -122.2912513 37.8169962, -122.2919326 37.8161436, -122.2919954 37.8160667, -122.2920011 37.8160597)",1
418,"LINESTRING (-122.2908525 37.8174952, -122.2903717 37.8172303, -122.289937 37.8169793, -122.2897644 37.8168812, -122.2897371 37.8168657, -122.2896383 37.8168096)",1
419,"LINESTRING (-122.2889802 37.8198268, -122.2888874 37.8199432, -122.2885531 37.8203688)",1
420,"LINESTRING (-122.2889802 37.8198268, -122.2889331 37.8204778, -122.2889266 37.8205683)",1
421,"LINESTRING (-122.2885531 37.8203688, -122.2888648 37.8205372, -122.2889266 37.8205683)",1
422,"LINESTRING (-122.2885531 37.8203688, -122.2885056 37.8203454, -122.2877083 37.8199524, -122.2873803 37.8197847, -122.287271 37.8197466)",1
423,"LINESTRING (-122.2899365 37.8059955, -122.2910577 37.8062498)",1
424,"LINESTRING (-122.2893113 37.8102094, -122.2892753 37.8103088)",1
425,"LINESTRING (-122.2893113 37.8102094, -122.2890327 37.8101476, -122.2887066 37.8100752, -122.2883479 37.8099941)",1
426,"LINESTRING (-122.300848 37.8066956, -122.3008849 37.8065908)",1
427,"LINESTRING (-122.300848 37.8066956, -122.300796 37.8068423, -122.3007608 37.8069444, -122.3006224 37.8073318, -122.3006059 37.8073779)",1
428,"LINESTRING (-122.300848 37.8066956, -122.3011596 37.8067679, -122.3015976 37.8068704, -122.3018552 37.806942, -122.3019383 37.8069762, -122.3020526 37.8070233, -122.3023391 37.8071393)",1
429,"LINESTRING (-122.2982843 37.8104628, -122.2976721 37.8112275)",1
430,"LINESTRING (-122.2982843 37.8104628, -122.2988927 37.8097027)",1
431,"LINESTRING (-122.2982843 37.8104628, -122.2986712 37.8106574, -122.298878 37.8107614, -122.2995614 37.8111051)",1
432,"LINESTRING (-122.2982843 37.8104628, -122.2973286 37.8099821, -122.2969884 37.809811)",1
433,"LINESTRING (-122.2976721 37.8112275, -122.2970572 37.8119957)",1
434,"LINESTRING (-122.2976721 37.8112275, -122.2982843 37.8104628)",1
435,"LINESTRING (-122.2976721 37.8112275, -122.2981331 37.8114594, -122.2983915 37.8115893, -122.2989063 37.8118483, -122.2989602 37.8118599)",1
436,"LINESTRING (-122.2976721 37.8112275, -122.2973057 37.8110432, -122.2963755 37.8105753)",1
437,"LINESTRING (-122.3059108 37.8237479, -122.3062676 37.8236112, -122.3067286 37.8235071, -122.31 37.82307015742964)",1
438,"LINESTRING (-122.3059108 37.8237479, -122.3057504 37.8237623, -122.305486 37.8238317, -122.3053554 37.8238508, -122.3052312 37.8238528, -122.3050922 37.823837, -122.3050082 37.823821, -122.3049067 37.8238026, -122.3047459 37.8237419, -122.3046462 37.8236863, -122.3045394 37.8236031, -122.3044362 37.8235004, -122.3043092 37.8234223)",1
439,"LINESTRING (-122.2932971 37.8167163, -122.2931551 37.8168822, -122.2926858 37.8174606, -122.2921913 37.8180994)",1
440,"LINESTRING (-122.2932971 37.8167163, -122.2935464 37.8168385, -122.2939639 37.8170503, -122.2940557 37.8170961, -122.2945774 37.8173567)",1
441,"LINESTRING (-122.2932971 37.8167163, -122.2932245 37.8166795, -122.2921541 37.8161374, -122.2920011 37.8160597)",1
442,"LINESTRING (-122.2846887 37.8229804, -122.2848689 37.8227552)",1
443,"LINESTRING (-122.2846887 37.8229804, -122.2844704 37.8232574, -122.2844186 37.8233231)",1
444,"LINESTRING (-122.2822053 37.7962641, -122.2821678 37.7963201, -122.2821255 37.7963699, -122.282081 37.7964135, -122.2820434 37.7964633, -122.2816195 37.797142)",1
445,"LINESTRING (-122.2817715 37.8016057, -122.2818727 37.8016458, -122.2820207 37.8017044, -122.2822592 37.801829, -122.2824306 37.8019001, -122.2827708 37.8020375, -122.2829169 37.8021013, -122.2830099 37.8021392)",1
446,"LINESTRING (-122.2817715 37.8016057, -122.2818254 37.8015196, -122.2821364 37.8010223, -122.2821905 37.8009359)",1
447,"LINESTRING (-122.31 37.82307015742964, -122.3067286 37.8235071, -122.3062676 37.8236112, -122.3059108 37.8237479)",1
448,"LINESTRING (-122.2801103 37.8136063, -122.2811509 37.8138019)",1
449,"LINESTRING (-122.2801103 37.8136063, -122.28 37.81358583962901)",1
450,"LINESTRING (-122.2801103 37.8136063, -122.28 37.8139120883528)",1
451,"LINESTRING (-122.2801103 37.8136063, -122.280315 37.8130428, -122.2803792 37.8128661, -122.280663 37.8120846, -122.2808022 37.8117013, -122.2809192 37.8113791)",1
452,"LINESTRING (-122.28 37.8139120883528, -122.2801103 37.8136063)",1
453,"LINESTRING (-122.3040996 37.8078153, -122.3040221 37.8076273)",1
454,"LINESTRING (-122.3040996 37.8078153, -122.3041092 37.8079144, -122.3041577 37.8084106, -122.3041919 37.8087563, -122.304189 37.8092099, -122.304147 37.8095998, -122.3040547 37.8100343, -122.3039329 37.8104031, -122.3037296 37.8108645, -122.3034334 37.8113695, -122.3032671 37.8115962, -122.3030881 37.8118093)",1
455,"LINESTRING (-122.3040996 37.8078153, -122.3043872 37.8078913, -122.3047134 37.8079727, -122.3049623 37.8080202)",1
456,"LINESTRING (-122.296314 37.8084136, -122.2965412 37.8085269, -122.2971368 37.8088239, -122.2975948 37.8090522)",1
457,"LINESTRING (-122.296314 37.8084136, -122.2962709 37.8084675, -122.2957043 37.8091776)",1
458,"LINESTRING (-122.296314 37.8084136, -122.2964367 37.8082576, -122.2964434 37.8082491, -122.2965836 37.8080709)",1
459,"LINESTRING (-122.2975948 37.8090522, -122.2979334 37.8092219, -122.2982382 37.8093746, -122.2985551 37.8095334, -122.2988927 37.8097027)",1
460,"LINESTRING (-122.2975948 37.8090522, -122.2971368 37.8088239, -122.2965412 37.8085269, -122.296314 37.8084136)",1
461,"LINESTRING (-122.2975948 37.8090522, -122.2974242 37.8092657, -122.2969884 37.809811)",1
462,"LINESTRING (-122.2975948 37.8090522, -122.2982006 37.8082902, -122.2983308 37.8081264, -122.2987573 37.8075901, -122.2989405 37.8073597)",1
463,"LINESTRING (-122.2988927 37.8097027, -122.2982843 37.8104628)",1
464,"LINESTRING (-122.2988927 37.8097027, -122.2995085 37.8089334)",1
465,"LINESTRING (-122.2988927 37.8097027, -122.2994155 37.8099647, -122.2994818 37.8099979, -122.2995618 37.810038, -122.3001721 37.8103439)",1
466,"LINESTRING (-122.2988927 37.8097027, -122.2985551 37.8095334, -122.2982382 37.8093746, -122.2979334 37.8092219, -122.2975948 37.8090522)",1
467,"LINESTRING (-122.3001721 37.8103439, -122.2995614 37.8111051)",1
468,"LINESTRING (-122.3001721 37.8103439, -122.300788 37.8095784)",1
469,"LINESTRING (-122.3001721 37.8103439, -122.3007064 37.8106117, -122.3014752 37.810997)",1
470,"LINESTRING (-122.3001721 37.8103439, -122.2995618 37.810038, -122.2994818 37.8099979, -122.2994155 37.8099647, -122.2988927 37.8097027)",1
471,"LINESTRING (-122.3014752 37.810997, -122.3018001 37.8111642)",1
472,"LINESTRING (-122.3014752 37.810997, -122.3008637 37.8117601)",1
473,"LINESTRING (-122.3014752 37.810997, -122.3007064 37.8106117, -122.3001721 37.8103439)",1
474,"LINESTRING (-122.3014752 37.810997, -122.3016758 37.8107467, -122.3020872 37.8102333)",1
475,"LINESTRING (-122.2840075 37.8058999, -122.2830027 37.8056801)",1
476,"LINESTRING (-122.2840075 37.8058999, -122.2838173 37.8064288, -122.2836077 37.8070114, -122.2834764 37.807377)",1
477,"LINESTRING (-122.2840075 37.8058999, -122.2842085 37.805336, -122.2842693 37.8051656, -122.2844469 37.8046674, -122.2845082 37.8044955, -122.2846462 37.8041084)",1
478,"LINESTRING (-122.2840075 37.8058999, -122.2841595 37.8059346, -122.2842363 37.8059521, -122.2849223 37.8061086, -122.2850294 37.806133)",1
479,"LINESTRING (-122.2850294 37.806133, -122.284501 37.8076122)",1
480,"LINESTRING (-122.2850294 37.806133, -122.2856749 37.8062791, -122.2861157 37.8063788)",1
481,"LINESTRING (-122.2850294 37.806133, -122.2849223 37.8061086, -122.2842363 37.8059521, -122.2841595 37.8059346, -122.2840075 37.8058999)",1
482,"LINESTRING (-122.2861157 37.8063788, -122.2858219 37.8071579, -122.2855594 37.807854)",1
483,"LINESTRING (-122.2861157 37.8063788, -122.286339 37.8064301, -122.2865645 37.8064818, -122.286865 37.8065508, -122.2870343 37.8065897, -122.2870937 37.8066033, -122.2872111 37.8066302)",1
484,"LINESTRING (-122.2861157 37.8063788, -122.2856749 37.8062791, -122.2850294 37.806133)",1
485,"LINESTRING (-122.2872111 37.8066302, -122.2873257 37.8066564, -122.2877841 37.8067613, -122.2882807 37.806875)",1
486,"LINESTRING (-122.2872111 37.8066302, -122.2870937 37.8066033, -122.2870343 37.8065897, -122.286865 37.8065508, -122.2865645 37.8064818, -122.286339 37.8064301, -122.2861157 37.8063788)",1
487,"LINESTRING (-122.2872111 37.8066302, -122.2871864 37.8066986, -122.2868512 37.8076242, -122.2867074 37.8080214, -122.2866762 37.8081074)",1
488,"LINESTRING (-122.2872111 37.8066302, -122.287235 37.8065638, -122.2872473 37.8065295, -122.2872893 37.8064132, -122.2874011 37.8061029, -122.2874532 37.8059579, -122.287482 37.8058775, -122.2876717 37.8053569, -122.2878352 37.8049084, -122.2878587 37.8048441)",1
489,"LINESTRING (-122.2882807 37.806875, -122.2877639 37.8083538)",1
490,"LINESTRING (-122.2882807 37.806875, -122.2887317 37.8069758)",1
491,"LINESTRING (-122.2882807 37.806875, -122.2877841 37.8067613, -122.2873257 37.8066564, -122.2872111 37.8066302)",1
492,"LINESTRING (-122.2893707 37.8071177, -122.2890299 37.807042, -122.2887317 37.8069758)",1
493,"LINESTRING (-122.2893707 37.8071177, -122.2894664 37.8068516, -122.2895665 37.8065731, -122.2896274 37.8064037, -122.2896815 37.8062532, -122.2897863 37.8059616, -122.2898135 37.8058855, -122.2898835 37.8057187, -122.2899466 37.8055275, -122.2900062 37.805347)",1
494,"LINESTRING (-122.2893707 37.8071177, -122.2889977 37.8081316, -122.2889544 37.8082616, -122.2888694 37.8085169, -122.2888428 37.8085973)",1
495,"LINESTRING (-122.2893707 37.8071177, -122.2902768 37.807324, -122.2903335 37.8073369)",1
496,"LINESTRING (-122.2903335 37.8073369, -122.2906821 37.8074227)",1
497,"LINESTRING (-122.2903335 37.8073369, -122.2898963 37.8085448, -122.2899097 37.8085978, -122.2899633 37.8086317, -122.2902213 37.8086917, -122.2908297 37.808833)",1
498,"LINESTRING (-122.2903335 37.8073369, -122.2902768 37.807324, -122.2893707 37.8071177)",1
499,"LINESTRING (-122.2913916 37.8075785, -122.2906821 37.8074227)",1
500,"LINESTRING (-122.2913916 37.8075785, -122.2916131 37.8069575, -122.2917934 37.806452, -122.2918034 37.806424, -122.2918195 37.8063789, -122.2920272 37.8057963)",1
501,"LINESTRING (-122.2913916 37.8075785, -122.2913668 37.8076498, -122.2912323 37.8080368)",1
502,"LINESTRING (-122.2913916 37.8075785, -122.2917095 37.807652, -122.2923845 37.8078095)",1
503,"LINESTRING (-122.2927438 37.8078904, -122.2939402 37.8081613)",1
504,"LINESTRING (-122.2927438 37.8078904, -122.2924984 37.8078371, -122.2923845 37.8078095)",1
505,"LINESTRING (-122.2927438 37.8078904, -122.292784 37.8077817, -122.292937 37.807284, -122.292996 37.807106, -122.2930247 37.8069973, -122.2930497 37.8069025)",1
506,"LINESTRING (-122.2939402 37.8081613, -122.2927438 37.8078904)",1
507,"LINESTRING (-122.2939402 37.8081613, -122.2938924 37.8083015, -122.2937463 37.8087122)",1
508,"LINESTRING (-122.2939402 37.8081613, -122.2939822 37.8080385, -122.2941135 37.8076683, -122.2942879 37.8071765)",1
509,"LINESTRING (-122.3049623 37.8080202, -122.3050824 37.8079931, -122.3051683 37.8079591, -122.3052198 37.8078778)",1
510,"LINESTRING (-122.3049623 37.8080202, -122.3052541 37.8080744, -122.3054515 37.8081016, -122.3056318 37.8081151, -122.3058635 37.8081219, -122.3062215 37.8081276)",1
511,"LINESTRING (-122.3062215 37.8081276, -122.3062281 37.8080281)",1
512,"LINESTRING (-122.3062215 37.8081276, -122.3062174 37.8082065, -122.3061885 37.8087575, -122.3061832 37.8088762, -122.3061617 37.8089313, -122.3061134 37.8089779, -122.3060437 37.8090012, -122.3059632 37.8090075, -122.3058962 37.8089991, -122.3058345 37.8089694, -122.3057862 37.8089228, -122.3057567 37.8088634, -122.3057379 37.8087766, -122.3057021 37.8081959, -122.3056689 37.8078681, -122.3056363 37.8075446)",1
513,"LINESTRING (-122.3062215 37.8081276, -122.3067991 37.8081422, -122.307048 37.808149, -122.3072762 37.808163, -122.3074908 37.8081864, -122.3076851 37.8082182, -122.3083331 37.8083586, -122.3089406 37.8084942, -122.31 37.80872562649481)",1
514,"LINESTRING (-122.2982572 37.8059792, -122.2981685 37.8060889)",1
515,"LINESTRING (-122.2982572 37.8059792, -122.2980441 37.8059234, -122.2979901 37.8059093, -122.2978033 37.8058744, -122.2975446 37.8058411, -122.2973577 37.8058121, -122.2971652 37.8057709, -122.2970636 37.8057943)",1
516,"LINESTRING (-122.2982572 37.8059792, -122.2983172 37.805906, -122.2983653 37.8058472)",1
517,"LINESTRING (-122.3008849 37.8065908, -122.300848 37.8066956)",1
518,"LINESTRING (-122.3008849 37.8065908, -122.3006623 37.8065415, -122.2998855 37.8063682, -122.2995674 37.8062995, -122.2993516 37.8062523)",1
519,"LINESTRING (-122.3023871 37.807003, -122.3024975 37.8067122)",1
520,"LINESTRING (-122.3023871 37.807003, -122.3023391 37.8071393)",1
521,"LINESTRING (-122.3023871 37.807003, -122.3021398 37.8068807, -122.3019209 37.8068117, -122.3012458 37.8066724, -122.3008849 37.8065908)",1
522,"LINESTRING (-122.3024975 37.8067122, -122.3023871 37.807003)",1
523,"LINESTRING (-122.2990759 37.8033365, -122.2988581 37.8039336, -122.2985319 37.8048282)",1
524,"LINESTRING (-122.2990759 37.8033365, -122.3001683 37.8035849, -122.3000526 37.8037295, -122.2990748 37.8049515)",1
525,"LINESTRING (-122.2990759 37.8033365, -122.2986154 37.8032318, -122.2980404 37.8031011)",1
526,"LINESTRING (-122.2985319 37.8048282, -122.2974992 37.8045935)",1
527,"LINESTRING (-122.2985319 37.8048282, -122.2990748 37.8049515)",1
528,"LINESTRING (-122.2985319 37.8048282, -122.2982256 37.805668, -122.2982215 37.805699, -122.2982324 37.805731, -122.2982554 37.8057615, -122.2983653 37.8058472)",1
529,"LINESTRING (-122.2985319 37.8048282, -122.2988581 37.8039336, -122.2990759 37.8033365)",1
530,"LINESTRING (-122.2936599 37.8050048, -122.293566 37.8050678)",1
531,"LINESTRING (-122.2936599 37.8050048, -122.2934274 37.8049405, -122.2932086 37.8048913, -122.2923496 37.8046982)",1
532,"LINESTRING (-122.2936599 37.8050048, -122.2936894 37.8049342, -122.2937134 37.8048701, -122.2938235 37.8045763, -122.2938678 37.8044582, -122.2939364 37.804275, -122.2940638 37.8039147, -122.2940971 37.8038207)",1
533,"LINESTRING (-122.2894338056873 37.825, -122.2893635 37.8248326)",1
534,"LINESTRING (-122.284613 37.8237926, -122.2845522 37.8236725, -122.2845097 37.8235884, -122.2844186 37.8233231)",1
535,"LINESTRING (-122.284613 37.8237926, -122.2845868 37.8236257, -122.2845868 37.8234809, -122.2845953 37.8233566, -122.2845974 37.8233265, -122.2846292 37.8231829, -122.2846887 37.8229804)",1
536,"LINESTRING (-122.284613 37.8237926, -122.2846556 37.8239208, -122.2849910719617 37.825)",1
537,"LINESTRING (-122.3056444 37.8249638, -122.305483469067 37.825)",1
538,"LINESTRING (-122.3056444 37.8249638, -122.3054309774641 37.825)",1
539,"LINESTRING (-122.2894998 37.8181239, -122.2895929 37.8172172, -122.2896046 37.8171029, -122.2896187 37.8169801)",1
540,"LINESTRING (-122.2910794 37.803482, -122.290882 37.8034167)",1
541,"LINESTRING (-122.2910794 37.803482, -122.2912956 37.8033442, -122.2915007 37.8032267, -122.2917995 37.8030786)",1
542,"LINESTRING (-122.2945774 37.8173567, -122.2956473 37.8160089)",1
543,"LINESTRING (-122.2945774 37.8173567, -122.2940557 37.8170961, -122.2939639 37.8170503, -122.2935464 37.8168385, -122.2932971 37.8167163)",1
544,"LINESTRING (-122.2945774 37.8173567, -122.2944915 37.8174632, -122.2934654 37.8187361)",1
545,"LINESTRING (-122.2893821 37.8192913, -122.289423 37.8188023)",1
546,"LINESTRING (-122.2893821 37.8192913, -122.2894459 37.8192371, -122.2895237 37.8191671, -122.2897152 37.8189597)",1
547,"LINESTRING (-122.2909676 37.8196085, -122.292247 37.8202462)",1
548,"LINESTRING (-122.2909676 37.8196085, -122.2899971 37.8208135, -122.2898277 37.8210238)",1
549,"LINESTRING (-122.2909676 37.8196085, -122.2916887 37.8187056, -122.291732 37.8186515, -122.2920197 37.8182911)",1
550,"LINESTRING (-122.2909676 37.8196085, -122.2908708 37.8195594, -122.2897898 37.8190105, -122.2897152 37.8189597)",1
551,"LINESTRING (-122.292247 37.8202462, -122.2909676 37.8196085)",1
552,"LINESTRING (-122.292247 37.8202462, -122.2911822 37.8215959, -122.2911205 37.8216743)",1
553,"LINESTRING (-122.292247 37.8202462, -122.2928096 37.8195511, -122.2933065 37.8189371)",1
554,"LINESTRING (-122.2891138 37.818233, -122.2891137 37.8183175, -122.2890689 37.8188243, -122.2890272 37.819295, -122.2890032 37.8195669, -122.2889944 37.8196471, -122.2889802 37.8198268)",1
555,"LINESTRING (-122.2891138 37.818233, -122.2892034 37.8182366, -122.289304 37.8182221, -122.2893905 37.8181872, -122.2894299 37.8181645, -122.2894998 37.8181239)",1
556,"LINESTRING (-122.28 37.81640976264264, -122.2802046 37.8164608)",1
557,"LINESTRING (-122.2802046 37.8164608, -122.28009 37.8167818, -122.28 37.8170338)",1
558,"LINESTRING (-122.2802046 37.8164608, -122.2804498 37.8157453, -122.2806421 37.8152073)",1
559,"LINESTRING (-122.2802046 37.8164608, -122.280597 37.8165467, -122.2812334 37.8166867)",1
560,"LINESTRING (-122.2802046 37.8164608, -122.28 37.81640976264264)",1
561,"LINESTRING (-122.2812334 37.8166867, -122.280676 37.8182351)",1
562,"LINESTRING (-122.2812334 37.8166867, -122.2816407 37.8155344, -122.2816651 37.8154681, -122.2817925 37.8151212)",1
563,"LINESTRING (-122.2812334 37.8166867, -122.2817879 37.8168086, -122.2823227 37.8169342)",1
564,"LINESTRING (-122.2812334 37.8166867, -122.280597 37.8165467, -122.2802046 37.8164608)",1
565,"LINESTRING (-122.2823227 37.8169342, -122.2833942 37.8171798)",1
566,"LINESTRING (-122.2823227 37.8169342, -122.2821736 37.8173673, -122.2821386 37.8174639, -122.2819402 37.8180113, -122.2817663 37.8184911)",1
567,"LINESTRING (-122.2823227 37.8169342, -122.2826039 37.8161042, -122.2827445 37.8157181, -122.2828729 37.8153657)",1
568,"LINESTRING (-122.2823227 37.8169342, -122.2817879 37.8168086, -122.2812334 37.8166867)",1
569,"LINESTRING (-122.2833942 37.8171798, -122.2823227 37.8169342)",1
570,"LINESTRING (-122.2833942 37.8171798, -122.2834247 37.8170955, -122.2835898 37.8166383, -122.2836158 37.8165664, -122.2837577 37.816177, -122.283906 37.8157629, -122.2839098 37.8157523, -122.2839285 37.8156998, -122.2839581 37.8156164)",1
571,"LINESTRING (-122.2833942 37.8171798, -122.2833488 37.8173043, -122.2832161 37.8176687, -122.2830477 37.8181391, -122.2828875 37.8185799, -122.2828712 37.818625, -122.2828348 37.8187254)",1
572,"LINESTRING (-122.2833942 37.8171798, -122.2841785 37.8173568, -122.2844894 37.8174287)",1
573,"LINESTRING (-122.2844894 37.8174287, -122.2841872 37.8182352, -122.2839174 37.8189797)",1
574,"LINESTRING (-122.2844894 37.8174287, -122.2846212 37.8170375, -122.2847341 37.816726, -122.2850092 37.8159666, -122.2850482 37.815859)",1
575,"LINESTRING (-122.2844894 37.8174287, -122.2852922 37.8176184, -122.2855693 37.817681)",1
576,"LINESTRING (-122.2844894 37.8174287, -122.2841785 37.8173568, -122.2833942 37.8171798)",1
577,"LINESTRING (-122.2855693 37.817681, -122.2849823 37.8192238)",1
578,"LINESTRING (-122.2855693 37.817681, -122.2861157 37.8161094)",1
579,"LINESTRING (-122.2855693 37.817681, -122.2861153 37.8178012, -122.2862487 37.8178316, -122.286539 37.8178977)",1
580,"LINESTRING (-122.2855693 37.817681, -122.2852922 37.8176184, -122.2844894 37.8174287)",1
581,"LINESTRING (-122.286539 37.8178977, -122.2874792 37.8181025)",1
582,"LINESTRING (-122.286539 37.8178977, -122.2863938 37.8182701, -122.2861594 37.8189215, -122.2859687 37.8194491)",1
583,"LINESTRING (-122.286539 37.8178977, -122.2866293 37.8176573, -122.2870958 37.8163311)",1
584,"LINESTRING (-122.286539 37.8178977, -122.2862487 37.8178316, -122.2861153 37.8178012, -122.2855693 37.817681)",1
585,"LINESTRING (-122.2874792 37.8181025, -122.2884029 37.8183258)",1
586,"LINESTRING (-122.2874792 37.8181025, -122.286539 37.8178977)",1
587,"LINESTRING (-122.2874792 37.8181025, -122.2871697 37.8189366, -122.286912 37.8196662)",1
588,"LINESTRING (-122.2900062 37.805347, -122.291283 37.8056289)",1
589,"LINESTRING (-122.2900062 37.805347, -122.2898748 37.8053004, -122.2893874 37.8051901, -122.2890958 37.8051241, -122.2885444 37.8049993, -122.2883727 37.8049604, -122.2879546 37.8048658, -122.2878587 37.8048441)",1
590,"LINESTRING (-122.2900062 37.805347, -122.2899466 37.8055275, -122.2898835 37.8057187, -122.2898135 37.8058855, -122.2897863 37.8059616, -122.2896815 37.8062532, -122.2896274 37.8064037, -122.2895665 37.8065731, -122.2894664 37.8068516, -122.2893707 37.8071177)",1
591,"LINESTRING (-122.2900062 37.805347, -122.2900938 37.8051145, -122.2901938 37.8048489, -122.2902887 37.8045966, -122.2903005 37.8045653, -122.2903715 37.8043766)",1
592,"LINESTRING (-122.291283 37.8056289, -122.2900062 37.805347)",1
593,"LINESTRING (-122.291283 37.8056289, -122.2910577 37.8062498)",1
594,"LINESTRING (-122.291283 37.8056289, -122.2912971 37.805632, -122.2920272 37.8057963)",1
595,"LINESTRING (-122.2931569 37.806049, -122.2932816 37.8060767)",1
596,"LINESTRING (-122.2931569 37.806049, -122.2930619 37.8060282, -122.292198 37.8058333, -122.2920272 37.8057963)",1
597,"LINESTRING (-122.2931569 37.806049, -122.293115 37.8061483, -122.2930866 37.806203, -122.292819 37.8066821, -122.292756 37.8068288, -122.2926795 37.8070127, -122.2926071 37.8072081, -122.2924982 37.8075023, -122.2924241 37.8077025, -122.2923845 37.8078095)",1
598,"LINESTRING (-122.300488 37.8077097, -122.3001204 37.808169)",1
599,"LINESTRING (-122.300488 37.8077097, -122.3006059 37.8073779)",1
600,"LINESTRING (-122.300488 37.8077097, -122.2997111 37.8075287, -122.2989405 37.8073597)",1
601,"LINESTRING (-122.300488 37.8077097, -122.3006133 37.8077381, -122.3020026 37.8080532)",1
602,"LINESTRING (-122.28 37.80195253842967, -122.2804827 37.8021408, -122.2807752 37.8022349, -122.2811764 37.8023905, -122.2812603 37.802423)",1
603,"LINESTRING (-122.3023391 37.8071393, -122.3023871 37.807003)",1
604,"LINESTRING (-122.3023391 37.8071393, -122.3022999 37.8072508, -122.3021362 37.807715)",1
605,"LINESTRING (-122.3023391 37.8071393, -122.3025504 37.8072471, -122.3031427 37.8075048, -122.3036726 37.807697, -122.3040996 37.8078153)",1
606,"LINESTRING (-122.3052198 37.8078778, -122.3040221 37.8076273)",1
607,"LINESTRING (-122.3052198 37.8078778, -122.3052369 37.8077557, -122.3052445 37.8076649, -122.3051863 37.8073132, -122.3051597 37.807146, -122.3051159 37.8069222, -122.3049278 37.806466, -122.3047846 37.8061849, -122.3046219 37.8059037, -122.3044575 37.8056613, -122.3041789 37.8053085, -122.3040135 37.8051238, -122.3037432 37.8048546, -122.3032806 37.8044375, -122.3029578 37.8041691, -122.3026841 37.8039562, -122.3023181 37.8037528)",1
608,"LINESTRING (-122.2982316 37.8144021, -122.2977424 37.8147892)",1
609,"LINESTRING (-122.2982316 37.8144021, -122.2985918 37.8139982)",1
610,"LINESTRING (-122.2982316 37.8144021, -122.2975677 37.8140906)",1
611,"LINESTRING (-122.2982316 37.8144021, -122.2984452 37.814577)",1
612,"LINESTRING (-122.2987847 37.8137782, -122.2985918 37.8139982)",1
613,"LINESTRING (-122.2836396 37.8014593, -122.283517 37.8014169, -122.2834266 37.8013857)",1
